,i,vehicle_id,manufacturer_id,zipcode,timestamp,latlon,dist,seconds,co2_grams,total_dist,total_seconds,total_co2_grams,timestamp_tripstart,avg_kmperhour,avg_co2perkm,trip_id
137,137,V37335728,V11338,10557,2021-08-20 00:06:56,"(52.5208018, 13.3719269)",0.01,36.0,0.08,3.93,7300.0,130.0,2021-08-19 22:05:16,1.9380821917808222,33.07888040712468,4
138,138,V37335728,V11338,10557,2021-08-20 00:09:20,"(52.5211502, 13.3717533)",0.04,144.0,0.24,3.97,7444.0,130.0,2021-08-19 22:05:16,1.9199355185384204,32.7455919395466,4
139,139,V37335728,V11338,10557,2021-08-20 00:09:56,"(52.5212457, 13.3716993)",0.01,36.0,0.04,3.98,7480.0,130.0,2021-08-19 22:05:16,1.9155080213903741,32.663316582914575,4
140,140,V37335728,V11338,10557,2021-08-20 00:11:08,"(52.5213878, 13.3716049)",0.02,72.0,0.06,4.0,7552.0,130.0,2021-08-19 22:05:16,1.9067796610169494,32.5,4
141,141,V37335728,V11338,10557,2021-08-20 00:12:56,"(52.5216233, 13.3714414)",0.03,108.0,0.12,4.03,7660.0,130.0,2021-08-19 22:05:16,1.8939947780678852,32.25806451612903,4
142,142,V37335728,V11338,10557,2021-08-20 00:16:32,"(52.5220891, 13.3710707)",0.06,216.0,0.24,4.09,7876.0,130.0,2021-08-19 22:05:16,1.8694768918232605,31.78484107579462,4
143,143,V37335728,V11338,10557,2021-08-20 00:18:56,"(52.522382, 13.370823)",0.04,144.0,0.12,4.13,8020.0,130.0,2021-08-19 22:05:16,1.8538653366583544,31.476997578692494,4
144,144,V37335728,V11338,10557,2021-08-20 00:20:08,"(52.5225482, 13.3706635)",0.02,72.0,0.06,4.15,8092.0,130.0,2021-08-19 22:05:16,1.8462679189322788,31.325301204819276,4
145,145,V37335728,V11338,10557,2021-08-20 00:23:44,"(52.5230159, 13.3702494)",0.06,216.0,0.18,4.21,8308.0,130.0,2021-08-19 22:05:16,1.8242657679345209,30.878859857482187,4
146,146,V37335728,V11338,10557,2021-08-20 00:24:20,"(52.5230765, 13.3701822)",0.01,36.0,0.03,4.22,8344.0,130.0,2021-08-19 22:05:16,1.8207094918504314,30.80568720379147,4
147,147,V37335728,V11338,10557,2021-08-20 00:24:56,"(52.5231616, 13.3700837)",0.01,36.0,0.02,4.23,8380.0,130.0,2021-08-19 22:05:16,1.8171837708830554,30.732860520094558,4
148,148,V37335728,V11338,10557,2021-08-20 00:26:08,"(52.523277, 13.3699353)",0.02,72.0,0.04,4.25,8452.0,130.0,2021-08-19 22:05:16,1.8102224325603407,30.58823529411765,4
149,149,V37335728,V11338,10557,2021-08-20 00:26:44,"(52.5233304, 13.3698558)",0.01,36.0,0.02,4.26,8488.0,130.0,2021-08-19 22:05:16,1.8067860508953817,30.51643192488263,4
150,150,V37335728,V11338,10557,2021-08-20 00:27:20,"(52.523381, 13.3697574)",0.01,36.0,0.02,4.27,8524.0,130.0,2021-08-19 22:05:16,1.8033786954481463,30.444964871194383,4
151,151,V37335728,V11338,10557,2021-08-20 00:29:08,"(52.5234825, 13.3693827)",0.03,108.0,0.03,4.3,8632.0,130.0,2021-08-19 22:05:16,1.793327154772938,30.232558139534884,4
152,152,V37335728,V11338,10557,2021-08-20 00:30:20,"(52.5235407, 13.36918)",0.02,72.0,0.02,4.32,8704.0,130.0,2021-08-19 22:05:16,1.786764705882353,30.09259259259259,4
153,153,V37335728,V11338,10557,2021-08-20 00:31:32,"(52.5236228, 13.3689399)",0.02,72.0,0.02,4.34,8776.0,130.0,2021-08-19 22:05:16,1.780309936189608,29.953917050691246,4
154,154,V37335728,V11338,10557,2021-08-20 00:32:08,"(52.5236745, 13.3688198)",0.01,36.0,0.01,4.35,8812.0,130.0,2021-08-19 22:05:16,1.7771221062187923,29.88505747126437,4
155,155,V37335728,V11338,10557,2021-08-20 00:33:56,"(52.5238258, 13.3685455)",0.03,108.0,0.03,4.38,8920.0,130.0,2021-08-19 22:05:16,1.7677130044843052,29.680365296803654,4
156,156,V37335728,V11338,10557,2021-08-20 00:35:08,"(52.5239694, 13.3683363)",0.02,72.0,0.02,4.4,8992.0,130.0,2021-08-19 22:05:16,1.7615658362989324,29.545454545454543,4
157,157,V37335728,V11338,10557,2021-08-20 00:36:20,"(52.5241087, 13.3681857)",0.02,72.0,0.02,4.42,9064.0,130.0,2021-08-19 22:05:16,1.7555163283318622,29.411764705882355,4
158,158,V37335728,V11338,10557,2021-08-20 00:37:32,"(52.5242915, 13.3680655)",0.02,72.0,0.02,4.44,9136.0,130.0,2021-08-19 22:05:16,1.7495621716287215,29.279279279279276,4
159,159,V37335728,V11338,10557,2021-08-20 00:38:44,"(52.5244634, 13.3680054)",0.02,72.0,0.02,4.46,9208.0,130.0,2021-08-19 22:05:16,1.7437011294526497,29.14798206278027,4
160,160,V37335728,V11338,10557,2021-08-20 00:39:56,"(52.5246423, 13.3679795)",0.02,72.0,0.02,4.48,9280.0,130.0,2021-08-19 22:05:16,1.737931034482759,29.01785714285714,4
161,161,V37335728,V11338,10557,2021-08-20 00:41:08,"(52.5248132, 13.367966)",0.02,72.0,0.02,4.5,9352.0,130.0,2021-08-19 22:05:16,1.7322497861420016,28.88888888888889,4
162,162,V37335728,V11338,10557,2021-08-20 00:42:56,"(52.5251218, 13.3679721)",0.03,108.0,0.03,4.53,9460.0,130.0,2021-08-19 22:05:16,1.7238900634249472,28.69757174392936,4
163,163,V37335728,V11338,10557,2021-08-20 00:44:44,"(52.5254228, 13.3679869)",0.03,108.0,0.03,4.56,9568.0,130.0,2021-08-19 22:05:16,1.7157190635451502,28.508771929824565,4
164,164,V37335728,V11338,10557,2021-08-20 00:46:32,"(52.5257131, 13.3679802)",0.03,108.0,0.03,4.59,9676.0,130.0,2021-08-19 22:05:16,1.7077304671351798,28.32244008714597,4
165,165,V37335728,V11338,10557,2021-08-20 00:46:40,"(52.525749, 13.3679824)",0.0,8.0,0.0,4.59,9684.0,130.0,2021-08-19 22:05:16,1.7063197026022305,28.32244008714597,4
166,166,V37335728,V11338,10557,2021-08-20 00:46:43,"(52.5257849, 13.3679846)",0.0,3.0,0.0,4.59,9687.0,130.0,2021-08-19 22:05:16,1.7057912666460207,28.32244008714597,4
167,167,V37335728,V11338,10557,2021-08-20 00:46:51,"(52.5258242, 13.3679771)",0.0,8.0,0.0,4.59,9695.0,130.0,2021-08-19 22:05:16,1.7043837029396596,28.32244008714597,4
168,168,V37335728,V11338,10557,2021-08-20 00:46:59,"(52.5258576, 13.3679645)",0.0,8.0,0.0,4.59,9703.0,130.0,2021-08-19 22:05:16,1.7029784602700195,28.32244008714597,4
169,169,V37335728,V11338,10557,2021-08-20 00:47:02,"(52.525882, 13.3679523)",0.0,3.0,0.0,4.59,9706.0,130.0,2021-08-19 22:05:16,1.7024520914898,28.32244008714597,4
170,170,V37335728,V11338,10557,2021-08-20 00:47:04,"(52.5260988, 13.3678308)",0.03,2.0,2.82,4.62,9708.0,133.0,2021-08-19 22:05:16,1.7132262051915945,28.78787878787879,4
171,171,V37335728,V11338,10557,2021-08-20 00:47:05,"(52.5261629, 13.3678094)",0.01,1.0,1.08,4.63,9709.0,134.0,2021-08-19 22:05:16,1.7167576475435162,28.941684665226784,4
172,172,V37335728,V11338,10557,2021-08-20 00:47:06,"(52.5262189, 13.3678046)",0.01,1.0,1.18,4.64,9710.0,135.0,2021-08-19 22:05:16,1.720288362512873,29.094827586206897,4
173,173,V37335728,V11338,10557,2021-08-20 00:47:07,"(52.5263078, 13.3678103)",0.01,1.0,1.4,4.65,9711.0,136.0,2021-08-19 22:05:16,1.7238183503243747,29.247311827956988,4
174,174,V37335728,V11338,10557,2021-08-20 00:47:10,"(52.5265555, 13.3678313)",0.03,3.0,4.95,4.68,9714.0,141.0,2021-08-19 22:05:16,1.7344039530574429,30.12820512820513,4
175,175,V37335728,V11338,10557,2021-08-20 00:47:18,"(52.5273715, 13.367898)",0.09,8.0,14.67,4.77,9722.0,156.0,2021-08-19 22:05:16,1.7663032297881094,32.704402515723274,4
176,176,V37335728,V11338,10557,2021-08-20 00:47:19,"(52.5274372, 13.3679115)",0.01,1.0,1.94,4.78,9723.0,158.0,2021-08-19 22:05:16,1.7698241283554457,33.054393305439326,4
177,177,V37335728,V11338,10557,2021-08-20 00:47:22,"(52.5275964, 13.3679438)",0.02,3.0,4.0,4.8,9726.0,162.0,2021-08-19 22:05:16,1.7766810610734114,33.75,4
178,178,V37335728,V11338,10557,2021-08-20 00:47:25,"(52.5277459, 13.3679915)",0.02,3.0,3.16,4.82,9729.0,165.0,2021-08-19 22:05:16,1.7835337650323775,34.232365145228215,4
179,179,V37335728,V11338,10557,2021-08-20 00:47:27,"(52.5278249, 13.3680212)",0.01,2.0,1.22,4.83,9731.0,166.0,2021-08-19 22:05:16,1.7868667146233685,34.368530020703936,4
180,180,V37335728,V11338,10557,2021-08-20 00:47:30,"(52.5279732, 13.3680974)",0.02,3.0,2.1,4.85,9734.0,168.0,2021-08-19 22:05:16,1.793712759400041,34.639175257731964,4
181,181,V37335728,V11338,10557,2021-08-20 00:47:34,"(52.5281222, 13.368149)",0.02,4.0,2.22,4.87,9738.0,170.0,2021-08-19 22:05:16,1.8003696857670979,34.90759753593429,4
182,182,V37335728,V11338,10557,2021-08-20 00:47:39,"(52.5283536, 13.3684021)",0.03,5.0,2.7,4.9,9743.0,173.0,2021-08-19 22:05:16,1.8105306373806838,35.306122448979586,4
183,183,V37335728,V11338,10557,2021-08-20 00:47:41,"(52.5284495, 13.3685471)",0.01,2.0,0.82,4.91,9745.0,174.0,2021-08-19 22:05:16,1.8138532580810673,35.437881873727086,4
184,184,V37335728,V11338,10557,2021-08-20 00:47:44,"(52.5285498, 13.3687373)",0.02,3.0,1.56,4.93,9748.0,176.0,2021-08-19 22:05:16,1.8206811653672548,35.699797160243406,4
185,185,V37335728,V11338,10557,2021-08-20 00:47:45,"(52.5285925, 13.3688244)",0.01,1.0,0.9,4.94,9749.0,177.0,2021-08-19 22:05:16,1.8241870961124222,35.829959514170035,4
186,186,V37335728,V11338,10557,2021-08-20 00:47:53,"(52.5287722, 13.3692796)",0.04,8.0,3.24,4.98,9757.0,180.0,2021-08-19 22:05:16,1.837450035871682,36.14457831325301,4
187,187,V37335728,V11338,10557,2021-08-20 00:47:57,"(52.528821, 13.3694402)",0.01,4.0,0.58,4.99,9761.0,181.0,2021-08-19 22:05:16,1.840385206433767,36.27254509018036,4
188,188,V37335728,V11338,10557,2021-08-20 00:48:01,"(52.5288694, 13.3695992)",0.01,4.0,0.53,5.0,9765.0,182.0,2021-08-19 22:05:16,1.8433179723502304,36.4,4
189,189,V37335728,V11338,10557,2021-08-20 00:48:05,"(52.5289691, 13.3695308)",0.01,4.0,0.6,5.01,9769.0,183.0,2021-08-19 22:05:16,1.8462483365748796,36.52694610778443,4
190,190,V37335728,V11338,10557,2021-08-20 00:48:13,"(52.5291223, 13.3694256)",0.02,8.0,1.22,5.03,9777.0,184.0,2021-08-19 22:05:16,1.8521018717397977,36.58051689860835,4
191,191,V37335728,V11338,10557,2021-08-20 00:48:29,"(52.5294445, 13.3692045)",0.04,16.0,1.8,5.07,9793.0,186.0,2021-08-19 22:05:16,1.8637802511998365,36.68639053254438,4
192,192,V37335728,V11338,10557,2021-08-20 00:48:47,"(52.5296544, 13.3690634)",0.03,18.0,0.96,5.1,9811.0,187.0,2021-08-19 22:05:16,1.8713688716746506,36.66666666666667,4
193,193,V37335728,V11338,10557,2021-08-20 00:48:53,"(52.5297722, 13.3690592)",0.01,6.0,0.38,5.11,9817.0,187.0,2021-08-19 22:05:16,1.8738922277681573,36.59491193737769,4
194,194,V37335728,V11338,10557,2021-08-20 00:49:02,"(52.5298934, 13.3689814)",0.01,9.0,0.39,5.12,9826.0,187.0,2021-08-19 22:05:16,1.8758396092000813,36.5234375,4
195,195,V37335728,V11338,10557,2021-08-20 00:50:02,"(52.5302975, 13.3685856)",0.05,60.0,2.2,5.17,9886.0,189.0,2021-08-19 22:05:16,1.8826623507991096,36.55705996131528,4
196,196,V37335728,V11338,10557,2021-08-20 00:51:32,"(52.5307004, 13.3681909)",0.05,90.0,1.55,5.22,9976.0,191.0,2021-08-19 22:05:16,1.883720930232558,36.59003831417625,4
197,197,V37335728,V11338,10557,2021-08-20 00:51:50,"(52.5307397, 13.3681524)",0.01,18.0,0.23,5.23,9994.0,191.0,2021-08-19 22:05:16,1.8839303582149292,36.52007648183556,4
198,198,V37335728,V11338,10557,2021-08-20 00:52:08,"(52.5307825, 13.3681104)",0.01,18.0,0.16,5.24,10012.0,191.0,2021-08-19 22:05:16,1.884139033160208,36.45038167938931,4
199,199,V37335728,V11338,10557,2021-08-20 00:52:10,"(52.5308001, 13.3680932)",0.0,2.0,0.0,5.24,10014.0,191.0,2021-08-19 22:05:16,1.883762732174955,36.45038167938931,4
200,200,V37335728,V11338,10557,2021-08-20 00:52:12,"(52.5310585, 13.3678401)",0.03,2.0,2.94,5.27,10016.0,194.0,2021-08-19 22:05:16,1.8941693290734822,36.81214421252372,4
201,201,V37335728,V11338,10557,2021-08-20 00:52:15,"(52.5313445, 13.36756)",0.04,3.0,4.48,5.31,10019.0,198.0,2021-08-19 22:05:16,1.9079748477892005,37.28813559322034,4
202,202,V37335728,V11338,10557,2021-08-20 00:52:16,"(52.5314278, 13.3674783)",0.01,1.0,1.18,5.32,10020.0,199.0,2021-08-19 22:05:16,1.9113772455089821,37.40601503759398,4
203,203,V37335728,V11338,10557,2021-08-20 00:52:19,"(52.5314416, 13.3674647)",0.0,3.0,0.0,5.32,10023.0,199.0,2021-08-19 22:05:16,1.9108051481592339,37.40601503759398,4
204,204,V37335728,V11338,10557,2021-08-20 00:52:25,"(52.5319193, 13.3669932)",0.06,6.0,7.26,5.38,10029.0,206.0,2021-08-19 22:05:16,1.9311995213879747,38.28996282527881,4
205,205,V37335728,V11338,10557,2021-08-20 00:52:26,"(52.5319654, 13.3669478)",0.01,1.0,1.04,5.39,10030.0,207.0,2021-08-19 22:05:16,1.9345962113659023,38.40445269016698,4
206,206,V37335728,V11338,10557,2021-08-20 00:52:27,"(52.5320587, 13.3668557)",0.01,1.0,1.03,5.4,10031.0,208.0,2021-08-19 22:05:16,1.9379922241052738,38.51851851851852,4
207,207,V37335728,V11338,10557,2021-08-20 00:52:28,"(52.5321628, 13.3667527)",0.01,1.0,1.15,5.41,10032.0,209.0,2021-08-19 22:05:16,1.9413875598086126,38.632162661737524,4
208,208,V37335728,V11338,10557,2021-08-20 00:52:37,"(52.5326402, 13.3662803)",0.06,9.0,5.52,5.47,10041.0,215.0,2021-08-19 22:05:16,1.9611592470869434,39.30530164533821,4
209,209,V37335728,V11338,10557,2021-08-20 00:52:47,"(52.5326726, 13.3662483)",0.0,10.0,0.0,5.47,10051.0,215.0,2021-08-19 22:05:16,1.9592080390010942,39.30530164533821,4
210,210,V37335728,V11338,10557,2021-08-20 00:52:47,"(52.5326942, 13.3662268)",0.0,0.0,0.0,5.47,10051.0,215.0,2021-08-19 22:05:16,1.9592080390010942,39.30530164533821,4
211,211,V37335728,V11338,10557,2021-08-20 00:52:52,"(52.533189, 13.3657372)",0.06,5.0,9.0,5.53,10056.0,224.0,2021-08-19 22:05:16,1.9797136038186158,40.506329113924046,4
212,212,V37335728,V11338,10557,2021-08-20 00:52:53,"(52.533276, 13.3656512)",0.01,1.0,1.29,5.54,10057.0,225.0,2021-08-19 22:05:16,1.9830963508004373,40.61371841155235,4
213,213,V37335728,V11338,10557,2021-08-20 00:52:55,"(52.5334543, 13.3654762)",0.02,2.0,3.02,5.56,10059.0,228.0,2021-08-19 22:05:16,1.9898598270205783,41.00719424460432,4
214,214,V37335728,V11338,10557,2021-08-20 00:53:00,"(52.5337371, 13.3651951)",0.04,5.0,6.16,5.6,10064.0,234.0,2021-08-19 22:05:16,2.003179650238474,41.78571428571429,4
215,215,V37335728,V11338,10557,2021-08-20 00:53:01,"(52.5338106, 13.3651221)",0.01,1.0,1.34,5.61,10065.0,235.0,2021-08-19 22:05:16,2.0065573770491802,41.889483065953655,4
216,216,V37335728,V11338,10557,2021-08-20 00:53:01,"(52.5338214, 13.3651114)",0.0,0.0,0.0,5.61,10065.0,235.0,2021-08-19 22:05:16,2.0065573770491802,41.889483065953655,4
217,217,V37335728,V11338,10557,2021-08-20 00:53:02,"(52.5339038, 13.3650299)",0.01,1.0,1.55,5.62,10066.0,237.0,2021-08-19 22:05:16,2.0099344327438904,42.170818505338076,4
218,218,V37335728,V11338,10557,2021-08-20 00:53:05,"(52.5343046, 13.3646412)",0.05,3.0,8.75,5.67,10069.0,246.0,2021-08-19 22:05:16,2.027212235574536,43.386243386243386,4
219,219,V37335728,V11338,10557,2021-08-20 00:53:06,"(52.5343495, 13.3645977)",0.01,1.0,1.52,5.68,10070.0,248.0,2021-08-19 22:05:16,2.0305858987090364,43.66197183098592,4
220,220,V37335728,V11338,10557,2021-08-20 00:53:07,"(52.5344471, 13.3645026)",0.01,1.0,1.38,5.69,10071.0,249.0,2021-08-19 22:05:16,2.0339588918677394,43.760984182776795,4
221,221,V37335728,V11338,10557,2021-08-20 00:53:08,"(52.5345447, 13.3644075)",0.01,1.0,1.41,5.7,10072.0,250.0,2021-08-19 22:05:16,2.0373312152501986,43.859649122807014,4
222,222,V37335728,V11338,10557,2021-08-20 00:53:17,"(52.5350419, 13.3639139)",0.06,9.0,10.08,5.76,10081.0,260.0,2021-08-19 22:05:16,2.056938795754389,45.13888888888889,4
223,223,V37335728,V11338,10557,2021-08-20 00:53:24,"(52.5350627, 13.3638993)",0.0,7.0,0.0,5.76,10088.0,260.0,2021-08-19 22:05:16,2.055511498810468,45.13888888888889,4
224,224,V37335728,V11338,10557,2021-08-20 00:53:26,"(52.5352409, 13.363719)",0.02,2.0,2.52,5.78,10090.0,263.0,2021-08-19 22:05:16,2.062239841427156,45.501730103806224,4
225,225,V37335728,V11338,10557,2021-08-20 00:53:30,"(52.5355635, 13.3633877)",0.04,4.0,4.24,5.82,10094.0,267.0,2021-08-19 22:05:16,2.0756885278383197,45.876288659793815,4
226,226,V37335728,V11338,10557,2021-08-20 00:53:31,"(52.5356082, 13.3633418)",0.01,1.0,0.82,5.83,10095.0,268.0,2021-08-19 22:05:16,2.0790490341753345,45.96912521440823,4
227,227,V37335728,V11338,10557,2021-08-20 00:53:34,"(52.535788, 13.3631606)",0.02,3.0,1.94,5.85,10098.0,270.0,2021-08-19 22:05:16,2.085561497326203,46.15384615384615,4
228,228,V37335728,V11338,10557,2021-08-20 00:53:37,"(52.5359302, 13.3630172)",0.02,3.0,1.86,5.87,10101.0,272.0,2021-08-19 22:05:16,2.092070092070092,46.33730834752981,4
229,229,V37335728,V11338,10557,2021-08-20 00:53:39,"(52.5360372, 13.362911)",0.01,2.0,1.1,5.88,10103.0,273.0,2021-08-19 22:05:16,2.0952192418093634,46.42857142857143,4
230,230,V37335728,V11338,10557,2021-08-20 00:53:41,"(52.5361237, 13.362782)",0.01,2.0,1.12,5.89,10105.0,274.0,2021-08-19 22:05:16,2.0983671449777335,46.51952461799661,4
231,231,V37335728,V11338,10557,2021-08-20 00:53:43,"(52.5361701, 13.3625917)",0.01,2.0,1.13,5.9,10107.0,275.0,2021-08-19 22:05:16,2.1015138023152273,46.61016949152542,4
232,232,V37335728,V11338,10557,2021-08-20 00:53:45,"(52.5362084, 13.3625105)",0.01,2.0,1.03,5.91,10109.0,276.0,2021-08-19 22:05:16,2.1046592145612824,46.700507614213194,4
233,233,V37335728,V11338,10557,2021-08-20 00:53:52,"(52.5363997, 13.3620082)",0.04,7.0,3.36,5.95,10116.0,279.0,2021-08-19 22:05:16,2.117437722419929,46.890756302521005,4
234,234,V37335728,V11338,10557,2021-08-20 00:53:54,"(52.5364341, 13.3619175)",0.01,2.0,0.62,5.96,10118.0,280.0,2021-08-19 22:05:16,2.12057718916782,46.97986577181208,4
235,235,V37335728,V11338,10557,2021-08-20 00:53:57,"(52.5365087, 13.3617205)",0.02,3.0,0.92,5.98,10121.0,281.0,2021-08-19 22:05:16,2.1270625432269537,46.98996655518394,4
236,236,V37335728,V11338,10557,2021-08-20 00:54:01,"(52.536591, 13.3615058)",0.02,4.0,0.72,6.0,10125.0,282.0,2021-08-19 22:05:16,2.1333333333333333,47.0,4
237,237,V37335728,V11338,10557,2021-08-20 00:54:11,"(52.5367217, 13.3611602)",0.03,10.0,1.23,6.03,10135.0,283.0,2021-08-19 22:05:16,2.1418845584607795,46.93200663349917,4
238,238,V37335728,V11338,10557,2021-08-20 00:54:23,"(52.5368391, 13.3608196)",0.03,12.0,1.02,6.06,10147.0,284.0,2021-08-19 22:05:16,2.1499950724352024,46.864686468646866,4
239,239,V37335728,V11338,10557,2021-08-20 00:54:33,"(52.5369825, 13.360726)",0.02,10.0,0.48,6.08,10157.0,284.0,2021-08-19 22:05:16,2.1549670178202227,46.71052631578947,4
240,240,V37335728,V11338,10557,2021-08-20 00:54:45,"(52.5371418, 13.3605697)",0.02,12.0,0.34,6.1,10169.0,284.0,2021-08-19 22:05:16,2.1595043760448425,46.55737704918033,4
241,241,V37335728,V11338,10557,2021-08-20 00:54:51,"(52.5372216, 13.3604997)",0.01,6.0,0.14,6.11,10175.0,284.0,2021-08-19 22:05:16,2.161769041769042,46.48117839607201,4
242,242,V37335728,V11338,10557,2021-08-20 00:55:05,"(52.5373024, 13.3603135)",0.02,14.0,0.24,6.13,10189.0,284.0,2021-08-19 22:05:16,2.1658651486897633,46.329526916802614,4
243,243,V37335728,V11338,10557,2021-08-20 00:55:11,"(52.5373667, 13.3604522)",0.01,6.0,0.14,6.14,10195.0,284.0,2021-08-19 22:05:16,2.168121628249142,46.25407166123779,4
244,244,V37335728,V11338,10557,2021-08-20 00:55:20,"(52.5374107, 13.3605495)",0.01,9.0,0.1,6.15,10204.0,284.0,2021-08-19 22:05:16,2.1697373578988635,46.17886178861789,4
245,245,V37335728,V11338,10557,2021-08-20 00:55:47,"(52.5375753, 13.3609188)",0.03,27.0,0.3,6.18,10231.0,284.0,2021-08-19 22:05:16,2.17456749095885,45.954692556634306,4
246,246,V37335728,V11338,10557,2021-08-20 00:55:59,"(52.5376502, 13.3610891)",0.01,12.0,0.08,6.19,10243.0,284.0,2021-08-19 22:05:16,2.175534511373621,45.88045234248788,4
247,247,V37335728,V11338,10557,2021-08-20 00:56:35,"(52.5377219, 13.3613615)",0.02,36.0,0.18,6.21,10279.0,284.0,2021-08-19 22:05:16,2.1749197392742485,45.73268921095008,4
248,248,V37335728,V11338,10557,2021-08-20 00:56:53,"(52.5377937, 13.3615245)",0.01,18.0,0.1,6.22,10297.0,284.0,2021-08-19 22:05:16,2.174613965232592,45.659163987138264,4
249,249,V37335728,V11338,10557,2021-08-20 00:57:29,"(52.537875, 13.3617011)",0.02,36.0,0.2,6.24,10333.0,284.0,2021-08-19 22:05:16,2.174005613084293,45.51282051282051,4
250,250,V37335728,V11338,10557,2021-08-20 00:58:05,"(52.5379488, 13.3615995)",0.01,36.0,0.12,6.25,10369.0,284.0,2021-08-19 22:05:16,2.1699295978397144,45.44,4
251,251,V37335728,V11338,13353,2021-08-20 00:58:41,"(52.5380421, 13.3614546)",0.01,36.0,0.09,6.26,10405.0,284.0,2021-08-19 22:05:16,2.1658817876021144,45.367412140575084,4
252,252,V37335728,V11338,13353,2021-08-20 00:59:17,"(52.5381139, 13.3613267)",0.01,36.0,0.08,6.27,10441.0,284.0,2021-08-19 22:05:16,2.161861890623503,45.29505582137161,4
253,253,V37335728,V11338,13353,2021-08-20 00:59:23,"(52.5381328, 13.3612693)",0.0,6.0,0.0,6.27,10447.0,284.0,2021-08-19 22:05:16,2.1606202737628024,45.29505582137161,4
254,254,V37335728,V11338,13353,2021-08-20 00:59:29,"(52.5381371, 13.3612145)",0.0,6.0,0.0,6.27,10453.0,284.0,2021-08-19 22:05:16,2.1593800822730316,45.29505582137161,4
255,255,V37335728,V11338,13353,2021-08-20 00:59:30,"(52.5381289, 13.3610338)",0.01,1.0,1.33,6.28,10454.0,285.0,2021-08-19 22:05:16,2.162617180026784,45.38216560509554,4
256,256,V37335728,V11338,13353,2021-08-20 00:59:31,"(52.5381235, 13.3608754)",0.01,1.0,1.57,6.29,10455.0,287.0,2021-08-19 22:05:16,2.165853658536585,45.627980922098565,4
257,257,V37335728,V11338,13353,2021-08-20 00:59:32,"(52.5381233, 13.3607084)",0.01,1.0,1.13,6.3,10456.0,288.0,2021-08-19 22:05:16,2.169089517980107,45.714285714285715,4
258,258,V37335728,V11338,13353,2021-08-20 00:59:33,"(52.538145, 13.36055)",0.01,1.0,0.96,6.31,10457.0,289.0,2021-08-19 22:05:16,2.1723247585349528,45.80031695721078,4
259,259,V37335728,V11338,13353,2021-08-20 00:59:50,"(52.5387541, 13.3583114)",0.17,17.0,14.28,6.48,10474.0,303.0,2021-08-19 22:05:16,2.2272293297689516,46.75925925925926,4
260,260,V37335728,V11338,13353,2021-08-20 00:59:53,"(52.5388543, 13.3579714)",0.03,3.0,2.1,6.51,10477.0,305.0,2021-08-19 22:05:16,2.2368998759186787,46.85099846390169,4
261,261,V37335728,V11338,13353,2021-08-20 00:59:54,"(52.5388849, 13.3578642)",0.01,1.0,0.62,6.52,10478.0,306.0,2021-08-19 22:05:16,2.240122160717694,46.93251533742332,4
262,262,V37335728,V11338,13353,2021-08-20 00:59:59,"(52.5390676, 13.3572234)",0.05,5.0,3.7,6.57,10483.0,310.0,2021-08-19 22:05:16,2.2562243632547934,47.1841704718417,4
263,263,V37335728,V11338,13353,2021-08-20 01:00:00,"(52.5390937, 13.3571319)",0.01,1.0,0.87,6.58,10484.0,311.0,2021-08-19 22:05:16,2.2594429607020223,47.264437689969604,4
264,264,V37335728,V11338,13353,2021-08-20 01:00:01,"(52.5391893, 13.3571197)",0.01,1.0,0.64,6.59,10485.0,312.0,2021-08-19 22:05:16,2.2626609442060084,47.34446130500759,4
265,265,V37335728,V11338,13353,2021-08-20 01:00:03,"(52.5393601, 13.3570981)",0.02,2.0,1.44,6.61,10487.0,313.0,2021-08-19 22:05:16,2.2690950700867742,47.35249621785174,4
266,266,V37335728,V11338,13353,2021-08-20 01:00:05,"(52.5394675, 13.3574206)",0.02,2.0,1.46,6.63,10489.0,314.0,2021-08-19 22:05:16,2.2755267423014587,47.360482654600304,4
267,267,V37335728,V11338,13353,2021-08-20 01:00:07,"(52.5393415, 13.3575427)",0.02,2.0,1.58,6.65,10491.0,316.0,2021-08-19 22:05:16,2.28195596225336,47.5187969924812,4
268,268,V37335728,V11338,13353,2021-08-20 01:00:10,"(52.5392747, 13.3578091)",0.02,3.0,1.88,6.67,10494.0,318.0,2021-08-19 22:05:16,2.2881646655231562,47.67616191904048,4
269,0,V52876905,V11338,13509,2021-08-19 12:06:51,"(52.5919982, 13.3054229)",0.0,0.0,0.0,0.0,0.0,0.0,2021-08-19 12:06:51,0.0,0.0,5
270,1,V52876905,V11338,13509,2021-08-19 12:06:54,"(52.5919052, 13.3048457)",0.04,3.0,4.16,0.04,3.0,4.0,2021-08-19 12:06:51,48.0,100.0,5
271,2,V52876905,V11338,13509,2021-08-19 12:06:55,"(52.5919078, 13.3049021)",0.0,1.0,0.0,0.04,4.0,4.0,2021-08-19 12:06:51,36.0,100.0,5
272,3,V52876905,V11338,13509,2021-08-19 12:06:58,"(52.5919307, 13.3054051)",0.03,3.0,4.26,0.07,7.0,8.0,2021-08-19 12:06:51,36.00000000000001,114.28571428571428,5
273,4,V52876905,V11338,13509,2021-08-19 12:07:01,"(52.5919467, 13.3057223)",0.02,3.0,2.28,0.09,10.0,10.0,2021-08-19 12:06:51,32.400000000000006,111.11111111111111,5
