,i,vehicle_id,manufacturer_id,zipcode,timestamp,latlon,dist,seconds,co2_grams,total_dist,total_seconds,total_co2_grams,timestamp_tripstart,avg_kmperhour,avg_co2perkm,trip_id
137,137,V54710278,V51759,12527,2021-08-19 21:09:32,"(52.4066181, 13.5932576)",0.28,1008.0,8.12,6.71,10727.0,406.0,2021-08-19 18:10:45,2.2518877598583016,60.50670640834575,3
138,138,V54710278,V51759,12527,2021-08-19 21:11:56,"(52.4070138, 13.5933897)",0.04,144.0,1.32,6.75,10871.0,407.0,2021-08-19 18:10:45,2.2353049397479534,60.2962962962963,3
139,139,V54710278,V51759,12527,2021-08-19 21:24:32,"(52.4088725, 13.5939551)",0.21,756.0,7.56,6.96,11627.0,415.0,2021-08-19 18:10:45,2.154984088758923,59.62643678160919,3
140,140,V54710278,V51759,12527,2021-08-19 21:25:08,"(52.4089494, 13.5939529)",0.01,36.0,0.37,6.97,11663.0,415.0,2021-08-19 18:10:45,2.1514190174054706,59.54088952654233,3
141,141,V54710278,V51759,12527,2021-08-19 21:25:44,"(52.4089973, 13.5939158)",0.01,36.0,0.33,6.98,11699.0,415.0,2021-08-19 18:10:45,2.147875886827934,59.45558739255014,3
142,142,V54710278,V51759,12527,2021-08-19 21:26:20,"(52.4090216, 13.5940741)",0.01,36.0,0.34,6.99,11735.0,415.0,2021-08-19 18:10:45,2.144354495100128,59.37052932761087,3
143,143,V54710278,V51759,12527,2021-08-19 21:26:56,"(52.408994, 13.594199)",0.01,36.0,0.24,7.0,11771.0,415.0,2021-08-19 18:10:45,2.1408546427661204,59.285714285714285,3
144,144,V54710278,V51759,12527,2021-08-19 21:31:08,"(52.4087384, 13.5950949)",0.07,252.0,1.19,7.07,12023.0,416.0,2021-08-19 18:10:45,2.116942526823588,58.84016973125884,3
145,145,V54710278,V51759,12527,2021-08-19 21:31:10,"(52.4087324, 13.5951123)",0.0,2.0,0.0,7.07,12025.0,416.0,2021-08-19 18:10:45,2.1165904365904367,58.84016973125884,3
146,146,V54710278,V51759,12527,2021-08-19 21:31:13,"(52.4085335, 13.5957738)",0.05,3.0,7.4,7.12,12028.0,423.0,2021-08-19 18:10:45,2.13102760226139,59.41011235955056,3
147,147,V54710278,V51759,12527,2021-08-19 21:31:23,"(52.4080776, 13.5971541)",0.11,10.0,17.6,7.23,12038.0,441.0,2021-08-19 18:10:45,2.1621531815916266,60.995850622406635,3
148,148,V54710278,V51759,12527,2021-08-19 21:31:31,"(52.4076617, 13.5983926)",0.1,8.0,16.8,7.33,12046.0,458.0,2021-08-19 18:10:45,2.1906026896895234,62.48294679399727,3
149,149,V54710278,V51759,12527,2021-08-19 21:31:41,"(52.4066874, 13.5972726)",0.13,10.0,23.14,7.46,12056.0,481.0,2021-08-19 18:10:45,2.227604512276045,64.47721179624665,3
150,150,V54710278,V51759,12527,2021-08-19 21:31:46,"(52.4062109, 13.5967147)",0.07,5.0,10.08,7.53,12061.0,491.0,2021-08-19 18:10:45,2.2475748279578807,65.20584329349269,3
151,151,V54710278,V51759,12527,2021-08-19 21:31:54,"(52.4053207, 13.5956418)",0.12,8.0,15.72,7.65,12069.0,507.0,2021-08-19 18:10:45,2.2818791946308727,66.27450980392156,3
152,152,V54710278,V51759,12527,2021-08-19 21:32:09,"(52.403615, 13.593672)",0.23,15.0,35.65,7.88,12084.0,543.0,2021-08-19 18:10:45,2.3475670307845085,68.90862944162437,3
